annotation_id,customer_tweet_id,customer_created_at,customer_text,support_tweet_id,support_created_at,support_reply,exploratory_cluster,intent,reviewer_notes,escalation_expected,golden_eval,draft_intent,draft_score,draft_margin,draft_hit,ml_intent,ml_conf
AQ-0275,44522,Wed Nov 01 16:29:28 +0000 2017,"@AmazonHelp OK, let me wait till tomorrow, hope that problem will be solved by then, anyway request u to keep the communication channel open, 1/2",44524,Wed Nov 01 16:58:47 +0000 2017,@125591 Appreciate your understanding. We will get this sorted at the earliest! ^PR,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16134475179101998
AQ-0276,21493,Wed Nov 01 07:46:26 +0000 2017,@115821 Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs? @AmazonHelp,21492,Wed Nov 01 07:49:00 +0000 2017,"@120694 Hi, I'll be sure to pass your feedback on, thanks. ^AS",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,support,account_technical_support,0.16265219476375067
AQ-0277,10633,Wed Nov 01 00:48:39 +0000 2017,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.,10635,Wed Nov 01 01:01:14 +0000 2017,"@117948 What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo ^VB",,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_attempt_problem,1,1,not.*arrive,delivery_attempt_problem,0.15788735627366787
AQ-0278,5322,Sun Nov 26 00:11:33 +0000 2017,@116935 Will I be forced to listen to ads on Amazon Music Unlimited the way I'm now forced to view them on @530?,5320,Sun Nov 26 00:13:55 +0000 2017,@116934 Listen ad-free with unlimited skips with Music Unlimited. Stream on!! ^RR,,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,prime_subscription,6,6,amazon music,account_technical_support,0.1571431766463971
AQ-0279,20449,Thu Nov 02 12:09:04 +0000 2017,@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,20450,Thu Nov 02 12:16:43 +0000 2017,@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,resolution,account_technical_support,0.16015355879004617
AQ-0280,63855,Thu Nov 30 07:46:48 +0000 2017,@130671 That's how @115830 delivered a parcel to us yesterday. Not impressed.,63854,Thu Nov 30 07:53:27 +0000 2017,@130670 I'm sorry to hear about the poor experience. Have you contacted us directly about this? What was advised? ^MI,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_attempt_problem,1,1,delivered.*not,delivery_attempt_problem,0.1510756483122767
AQ-0281,4853,Tue Oct 31 17:55:09 +0000 2017,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating",4852,Tue Oct 31 18:05:02 +0000 2017,"@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,phone,account_technical_support,0.1723409263842547
AQ-0282,77367,Thu Nov 30 12:36:16 +0000 2017,@AmazonHelp Please update me about the refund. Now I can't trust u ppl and again book it to get disappointment. I will now buy From @132994,77368,Thu Nov 30 13:15:33 +0000 2017,"@133245 As mentioned earlier, we've received your details and our team is working on it. We'll get back to you soon. ^RI",,refund,AI-assisted draft label; human verification required before use as golden evaluation.,,,refund,5,3,\brefund\b,delivery_attempt_problem,0.15788974138676098
AQ-0283,19118,Wed Nov 01 06:11:23 +0000 2017,@AmazonHelp can u ready for return pick up i receive damage product,19116,Wed Nov 01 06:25:00 +0000 2017,"@120261 You must have received a correspondence from our team, request you to check the same. ^SH",,return_replacement,AI-assisted draft label; human verification required before use as golden evaluation.,,,return_replacement,6,5,"\breturn\b, pick\s*up",return_replacement,0.23507921409039848
AQ-0284,19195,Wed Nov 01 06:15:34 +0000 2017,@115850 my amazon pay balance is 1125.35 but I am not able to use the whole amount. Plz help.,19193,Wed Nov 01 06:22:00 +0000 2017,@120263 Sorry for the trouble using Amazon Pay Balance. Kindly report this to our support team here: https://t.co/2t6DQoUmNZ ^AR,,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,payment_billing,1,0,pay\b,delivery_delay,0.1638304171875116
AQ-0285,64032,Thu Nov 30 08:01:07 +0000 2017,@AmazonHelp Up until now I had been a great advocate for your company. Now I don’t want to have anything to do with you. And I was always told that your support was top notch.,64031,Thu Nov 30 08:08:00 +0000 2017,@130702 I am sorry to hear this Peter. Can you please reach out to us using the following link so we can take action on this for you:https://t.co/JzP7hlA23B.^GA,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,support,delivery_delay,0.17375885074076744
AQ-0286,64184,Thu Nov 30 07:32:33 +0000 2017,"Got the signed copy today .... Very excited .... @3709 thnx @115850 ""the boy with a broken heart"" https://t.co/a7vX1k2Wjr",64183,Thu Nov 30 07:59:27 +0000 2017,"@130734 After all, the antidote to heartache is love. Happy reading! ^KA",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,product_item_issue,5,5,broken,product_item_issue,0.15930191793377016
AQ-0287,29997,Wed Nov 01 11:31:33 +0000 2017,@AmazonHelp Is it necessary to send fax ?? Can't we send email with supporting documents ??,29996,Wed Nov 01 11:34:26 +0000 2017,"@122600 Hi, the account specialists would require the information to be provided via fax. - Tara s",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,3,3,"support, email, can't",account_technical_support,0.1623533957746701
AQ-0288,93511,Thu Nov 30 15:50:39 +0000 2017,@115821 your customer service is the worst. You never shipped anything on time anymore and you make it impossible to get customer service support.,93510,Thu Nov 30 15:54:31 +0000 2017,"@136267 I'm sorry to hear this. Without posting account information, such as an order number or your e-mail address, would you tell us more about what happened? We want to help! ^GR",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,2,2,"support, customer service",account_technical_support,0.17190622611496373
AQ-0289,52200,Wed Nov 01 18:44:55 +0000 2017,@AmazonHelp No it's with all carriers on your website he has tried to change it and it keeps coming up wrong,52201,Wed Nov 01 18:54:00 +0000 2017,"@127738 Have you tried reaching out to us via phone here: https://t.co/hApLpMlfHN? If so, what information or options were given? ^KP",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,website,delivery_delay,0.16972810711083708
AQ-0290,65738,Tue Nov 28 10:03:04 +0000 2017,@AmazonHelp Hurray got msg... customer not available ...this worst customer service,65737,Tue Nov 28 10:07:25 +0000 2017,"@131040 We can't get direct access to your Amazon account, owing to security reason. Please write back to our correspondence. We will be making things right for you. ^CB",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,customer service,account_technical_support,0.18719360044918507
AQ-0291,37585,Wed Nov 01 14:11:36 +0000 2017,"Gut zu wissen, dass nicht nur @116316 Logistics kein Bock hat bei mir zu klingeln, @5610 auch nicht. Ich war/bin anwesend -.- https://t.co/cJKJL2Wu68",37584,Wed Nov 01 14:20:44 +0000 2017,"@124159 Melde dich am besten bei unserem Kundenservice, damit wir das reklamieren können: https://t.co/zaP5U8s49q Gruß ^MH",,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.16031514197700475
AQ-0292,28471,Wed Nov 01 11:06:36 +0000 2017,@AmazonHelp Grazie Mille,28472,Wed Nov 01 11:10:28 +0000 2017,@122229 Grazie a te! A presto! 🙂 ^VE,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,other_ambiguous,0.1571179198438118
AQ-0293,73466,Thu Nov 30 10:36:33 +0000 2017,@AmazonHelp good morning. Apparently my package was delivered yesterday.. but I haven't received it. Can you help please?? Thanks,73465,Thu Nov 30 10:40:26 +0000 2017,@132429 Sorry to hear that you haven't received it. This page will give you some handy tips in locating parcels scanned as delivered: https://t.co/L76CBge35P. ^MI,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_attempt_problem,6,1,delivered.*but,delivery_attempt_problem,0.15353804817829755
AQ-0294,72014,Thu Nov 30 09:54:44 +0000 2017,初めてAmazon優秀やんって思った https://t.co/LMIusQLoOo,72013,Thu Nov 30 09:59:26 +0000 2017,@132157 (お褒めいただき、恐縮でございます・・・)O o｡.(´ω`) ET,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,product_item_issue,0.2297120948175057
AQ-0295,17648,Tue Oct 31 13:54:53 +0000 2017,"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1",17646,Tue Oct 31 14:06:00 +0000 2017,"@119903 to the payment page that you have in your 2nd screenshot? We want to help in the best way possible, so pls let us know! ^KN 2/2",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,2,1,"website, error",product_item_issue,0.15779253864958748
AQ-0296,36356,Tue Nov 21 13:37:26 +0000 2017,"@AmazonHelp Me he puesto en contacto con ellos. Estoy esperando que me contesten. En este envío no es importante porque no corre prisa, pero lo que es inadmisible es que pongan de escusa que no había nadie en el domicilio cuando en verdad es qué no le da tiempo a entregarlo por otras razones",36355,Tue Nov 21 13:41:31 +0000 2017,"@123926 Te recomendamos esperar a la respuesta por parte de la compañía de transporte, en caso de que @4496 no te responda mantennos al tanto para ayudarte. ¡Saludos! ^FZ",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,help me,account_technical_support,0.16729552567926623
AQ-0297,28481,Tue Oct 31 09:02:14 +0000 2017,"@122232 Good morning, my last 2 deliveries from @115830 have not shown up in the App. Has something changed?",28479,Tue Oct 31 09:10:25 +0000 2017,"@122231 Hi Alan, are you referring to the Amazon app? ^JJ",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,app,return_replacement,0.17259749368015964
AQ-0298,63918,Thu Nov 30 08:08:18 +0000 2017,"Quase uma semana que comprei meus livros e a @117086 ainda não aprovou meu pagamento, devo ficar preocupada?",63917,Thu Nov 30 08:14:00 +0000 2017,"@130681 Bom dia Estela! Entendo, neste caso pode por gentileza, nos informar se todos os itens no seu pedido estão no estoque ou se você tem recebido algum e-mail informando algum inconveniente com o pagamento de sue pedido. ^CJ",,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_attempt_problem,0.17728731052438104
AQ-0299,20046,Wed Nov 01 06:31:01 +0000 2017,@115850 missed to buy the cheaper #amazonprime . Please help :),20045,Wed Nov 01 06:49:35 +0000 2017,@120405 Prime membership was being offered at an introductory price of Rs. 499 per year. Since the promotion has 1/2 ^SH,,prime_subscription,AI-assisted draft label; human verification required before use as golden evaluation.,,,prime_subscription,5,5,,account_technical_support,0.15890078138211639
AQ-0300,19462,Wed Nov 01 06:32:04 +0000 2017,@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,19460,Wed Nov 01 06:40:30 +0000 2017,"@120322 Hi, please don't share order numbers here as this page is public. Please contact us; https://t.co/hApLpMlfHN to look into this. ^JJ",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,delivery_delay,0.14288584583359618
AQ-0301,40414,Wed Nov 01 15:37:41 +0000 2017,@AmazonHelp I have no mail from u,40415,Wed Nov 01 15:52:00 +0000 2017,@120261 Could you check here: https://t.co/8DAc10S7ww and let us know If you have received any correspondence from our team? ^NK,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.17367210735153707
AQ-0302,35201,Wed Nov 08 11:09:40 +0000 2017,@AmazonHelp Toujours pas (alors qu'on est théoriquement la meilleure vente de la catégorie foot). Je ne sais plus comment m'y prendre pour vous demander de changer de catégorie.,35202,Wed Nov 08 11:32:31 +0000 2017,@123665 Je suis désolé pour cette situation et comprends votre commentaire. J'ai relancé le service pour changé cela rapidement.,,product_item_issue,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,other_ambiguous,0.16579754962546392
AQ-0303,29999,Wed Nov 01 11:20:11 +0000 2017,Have been following from 2 weeks to unhold my account @115851 @AmazonHelp,29998,Wed Nov 01 11:30:28 +0000 2017,@122600 Did you receive anything from an a/c specialist? Please also check your spam/junk folder. ^PK,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,\baccount\b,delivery_attempt_problem,0.16030737163177675
AQ-0304,16888,Thu Nov 02 17:30:28 +0000 2017,@AmazonHelp As compensation you are giving me 500 InR in account.. shame &amp; unethical...,16891,Thu Nov 02 17:41:00 +0000 2017,@119703 I'm sorry about the disappointment. I'll be sure to pass your feedback to the concerned team internally. ^SG,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,\baccount\b,account_technical_support,0.16747409947970818
AQ-0305,89159,Thu Nov 30 14:47:13 +0000 2017,"Hi @115821 can it really be right that, because someone sent me a https://t.co/aZEuMjUnrs gift card, I can't use it on the co.uk site?... Now I'm stuck with over the top shipping fees???",89157,Thu Nov 30 14:54:40 +0000 2017,"@135284 Thanks for reaching out to us! Gift cards purchased on the .com site can only be used there. Should you want to purchase from the co.uk site, the gift card would need to have been purchased from that particular site. ^AV",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,1,0,shipping,delivery_delay,0.15763561324503725
AQ-0306,86055,Wed Nov 29 07:00:28 +0000 2017,@116928 Primer envío perfecto! https://t.co/tAlVb0teWp,86053,Wed Nov 29 07:05:26 +0000 2017,@134789 ¡Genial! ¿Y el case y demás están listos esperando? ^JD,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,prime_subscription,5,5,,product_item_issue,0.2297120948175057
AQ-0307,83503,Thu Nov 30 13:56:41 +0000 2017,"@AmazonHelp 12/1. I was trying to get a status update because it still has not shipped out as of this morning and has not entered “preparing for shipment” stage. This normally means there’s going to be a delay, but I haven’t heard anything. Still says it’s coming tomorrow.",83505,Thu Nov 30 13:59:51 +0000 2017,"@134348 Thanks for confirming, Michael! Orders can be shipped on the same day the delivery is scheduled! Please keep us posted on delivery by end-of-day tomorrow. We want to make sure you receive this! ^SD",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,6,6,"\bdelay, not.*ship",delivery_attempt_problem,0.16070496857180933
AQ-0308,71061,Thu Nov 23 05:19:06 +0000 2017,@AmazonHelp (´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)日本語専門のAmazon helpあれば・・・！！ そんな事よりご丁寧にありがとうございます、まさかここまで丁寧だと恐縮です꒰꒪꒫꒪⌯꒱,71060,Thu Nov 23 05:40:26 +0000 2017,@131959 こちらこそです！ツイート相手をしていただき、恐縮でございます。 (日本語でつぶやいていただけば、日本語しかできない者が対応させていただきます…)O o｡.(´-`*) RI,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,other_ambiguous,0.1571179198438118
AQ-0309,71998,Fri Dec 01 04:36:10 +0000 2017,@AmazonHelp Thank you Amazon. I just received a call from Costa Rica. The person was very helpful and has taken my concerns. I truly appreciate your gesture. I hope the echo improves fast so that I can enjoy it. Very grateful indeed!,71999,Fri Dec 01 04:48:25 +0000 2017,@132155 You're welcome. Please be assured we are actively working towards improving and availing more features for the Echo device. Appreciate your understanding. ^EM,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,2,2,"call, app",delivery_delay,0.16253529227288746
AQ-0310,83499,Thu Nov 30 13:26:54 +0000 2017,"@115830 Hello, I have been incorrectly charged for a product I purchased on https://t.co/05jLowTHUh by the seller Amazon EU S.a.r.L.. I guess there is no way to contact the seller since it was sold by Amazon, at least I haven't been able to find one. Pls, advise.",83497,Thu Nov 30 13:36:34 +0000 2017,"@134346 Hello Suyash, sorry you have not had a pleasant experience with this order. Just to confirm, were you charged an incorrect amount or did you not receive the correct product? You can contact the seller by following the instructions here: https://t.co/ZWFO8EajzY ^TE",,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,payment_billing,2,2,"charge, charged",delivery_attempt_problem,0.1534714231417868
AQ-0311,18684,Wed Nov 01 05:41:02 +0000 2017,"@115850 I ordered an Alexa and it's stuck in customs. @120169 sends me an email to upload the KYC. However, the link doesn't work. #Help",18683,Wed Nov 01 05:57:56 +0000 2017,@120168 here: https://t.co/vlvfJr4nN9 &amp; we'll help you. 2/2^AH,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,product_item_issue,1,0,doesn't work,delivery_attempt_problem,0.15310086208896662
AQ-0312,69711,Thu Nov 30 09:30:55 +0000 2017,@AmazonHelp It's been delivered today. Thank u.,69710,Thu Nov 30 09:54:00 +0000 2017,@131793 We're glad to know the order was delivered. Do keep us posted for further concerns. ^BV,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,1,1,deliver.*today,delivery_attempt_problem,0.17817943439255998
AQ-0313,23982,Wed Nov 01 09:08:19 +0000 2017,@AmazonHelp Yeah!,23984,Wed Nov 01 09:18:00 +0000 2017,"@121156 Hmmm, odd! Please use this link to provide details and I'll personally investigate this for you: https://t.co/tkLCr7DNil ^RL",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,other_ambiguous,0.1571179198438118
AQ-0314,52251,Wed Nov 01 18:08:47 +0000 2017,@AmazonHelp Having some issues with your jobs portal using social login with LinkedIn.,52250,Wed Nov 01 18:15:29 +0000 2017,@127750 Thanks for reaching out! You can report technical issues by clicking Give Us Feedback at the bottom of the site page. ^TK,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,\blogin\b,account_technical_support,0.1716691541409208
AQ-0315,65701,Thu Nov 30 09:15:30 +0000 2017,"@AmazonHelp Sorry, I fail to see how pointing me at your self help page is meant to help. May as well just call again. Please take ownership of the case and give me regular updates. While I've got your attention. It would be nice to have a case management section in account details.",65703,Thu Nov 30 09:24:30 +0000 2017,"@131036 Hi. The link we provided previously was the ""Contact Us"" link. As we are unable to access accounts through social media, it is the best means of proceeding. ^DC",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,2,2,"\baccount\b, call",delivery_delay,0.16382914547197827
AQ-0316,89344,Fri Dec 01 12:49:41 +0000 2017,@AmazonHelp Noooo it’s Monday it’s just i’d have expected them to be dispatched by now as they normally are. If they haven’t been dispatched by Monday is there anyway to chase it?,89346,Fri Dec 01 12:55:34 +0000 2017,"@135321 Yes. If you haven't received an update by Saturday, please reach out to us here: https://t.co/JzP7hlA23B so we may get a resolution for you. ^SY",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,1,1,dispatch,delivery_delay,0.15973700101411978
AQ-0317,80672,Thu Nov 30 14:10:30 +0000 2017,"@AmazonHelp Je viens enfin de parler à un responsable chez vous qui va essayer d'intervenir chez Chronopost pour avoir le créneau qui me convient. Je croise les doigts, je suis désespérée et à bout de nerfs!",80673,Thu Nov 30 14:13:28 +0000 2017,@133896 Ravie d'apprendre cela. Tenez-nous informé. ^BR,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,other_ambiguous,0.17540567694727402
AQ-0318,40388,Wed Nov 01 15:29:14 +0000 2017,"@AmazonHelp oh! nov 8 or 9, but it was released yesterday and hasnt shipped",40390,Wed Nov 01 15:32:28 +0000 2017,@124854 I know the wait is terrible! Please let us know if you don't get the order by the delivery date given! ^JZ,,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,delivery_delay,0.1604258231096102
AQ-0319,38558,Wed Nov 22 19:14:35 +0000 2017,@AmazonHelp Si j’ai plusieurs idées mais mon choix principal c’est la Gear S3 😋,38556,Wed Nov 22 19:32:33 +0000 2017,@124406 Je vois que vous êtes un passionné des nouvelles technologies 😎 ^MA,,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,other_ambiguous,0.17111443073384786
AQ-0320,13919,Wed Nov 01 02:04:40 +0000 2017,"@117634 I ordered the Oasis, my order status showed it was to be delivered today and it did not come. Very disappointed.",13915,Wed Nov 01 02:14:31 +0000 2017,"@118925 Oh no, Kathleen! We want to help. Is there an updated delivery date showing here: https://t.co/Y5jpI9gRhE ^LA",,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_attempt_problem,7,2,"show.*delivered, delivered.*not",delivery_delay,0.16659933905968302
AQ-0321,8581,Wed Nov 22 11:20:19 +0000 2017,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,8580,Wed Nov 22 11:46:00 +0000 2017,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here: https://t.co/dexHjftwpD -RD",,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,payment_billing,1,1,bank,order_status_tracking,0.155083045133628
AQ-0322,30549,Wed Nov 01 15:19:31 +0000 2017,@AmazonHelp Many sellers are affected by this! We can't get our money disbursed from Amazon seller accounts. It's been going on for a week !,30551,Wed Nov 01 15:27:32 +0000 2017,@122722 Seller Support is in the best position to help you: https://t.co/8ywYGA122j What options have they provided so far? ^AF,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,can't,account_technical_support,0.15996174412179703
AQ-0323,62410,Sun Nov 26 00:56:41 +0000 2017,"@AmazonHelp siiim, tava querendo ele já faz anos 💕💕💕",62408,Sun Nov 26 01:01:27 +0000 2017,"@130298 Verô, você sabe qual deles vai ler primeiro?. 📚😍📚 ^NB",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,other_ambiguous,0.1571179198438118
AQ-0324,13866,Wed Nov 01 02:19:15 +0000 2017,"@AmazonHelp so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .",13863,Wed Nov 01 02:24:06 +0000 2017,"@118918 Apologies for the experience, Vijay. Please reply to the email sent by our team. We'll help you with alternatives. ^SV",,product_item_issue,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15752443859904458
AQ-0325,37587,Wed Nov 01 14:27:26 +0000 2017,@AmazonHelp Think you guys charged me twice for something im not aware of,37589,Wed Nov 01 14:38:00 +0000 2017,@124160 I'm sorry for the trouble! Was one of the items an authorisation? You can read more here: https://t.co/lS5ivdj7rw ^TG,,payment_billing,AI-assisted draft label; human verification required before use as golden evaluation.,,,payment_billing,2,2,"charge, charged",account_technical_support,0.15748551131988175
AQ-0326,64180,Thu Nov 30 07:29:16 +0000 2017,"@AmazonHelp No. I was assured by CS via chat credit would appear in 5 or so hrs. I just waited longer in case. Yet I'm still being given the ""these gift order #s have been redeemed"" when nope, still not in my account either as ebooks or credit.",64179,Thu Nov 30 07:39:00 +0000 2017,@130733 Can I ask which site you are using? Amazon .com / .co.uk / .de etc? ^MI,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,3,3,"\baccount\b, chat, app",account_technical_support,0.16161329745379893
AQ-0327,76093,Thu Nov 30 11:08:01 +0000 2017,@115850 I bought a smartbuy earphone. One side of which is not working now. The product is physically all right. Please check and replace soon Order # : 408-8500359-0037934,76092,Thu Nov 30 11:31:31 +0000 2017,"@133025 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^HS",,return_replacement,AI-assisted draft label; human verification required before use as golden evaluation.,,,return_replacement,5,0,replace,delivery_delay,0.14636215063930494
AQ-0328,33244,Sun Nov 12 03:48:46 +0000 2017,@AmazonHelp The email which I recd clearly mentions my concern.,33245,Sun Nov 12 04:09:30 +0000 2017,"@123350 In this case, request you to wait and we shall get back to you soon. ^SH",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,email,delivery_delay,0.15360554377153401
AQ-0329,64204,Thu Nov 30 07:27:02 +0000 2017,"@AmazonHelp Still waiting on a call back, my item is saying delivered AGAIN when it hasn’t arrived, this is the 2nd time. It’s beyond ridiculous now! Last time it was delivered at 11:45pm now at 10:42pm, both outside of amazon delivery hours with no signature. Any chance of somebody calling? https://t.co/Ndp4Ane34x",64203,Thu Nov 30 07:35:00 +0000 2017,"@130736 Can I ask, have you checked your spam/junk folder? Our email response may have been directed here.^GA",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,delivery_delay,3,2,"still waiting, waiting.*delivery, when.*arrive",delivery_delay,0.1701499374667176
AQ-0330,25930,Wed Nov 01 11:13:02 +0000 2017,"@AmazonHelp Also geprüft und für negativ befunden, ich hoffe das Paket kommt heute an und vor allem gut Verpackt, die 3te Box war leider zerknickt ...",25932,Wed Nov 01 11:15:29 +0000 2017,@121658 Ich drücke dir auf alle Fälle die Daumen. ^AN,,delivery_attempt_problem,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,other_ambiguous,0.17096577065604276
AQ-0331,37631,Wed Nov 01 14:15:42 +0000 2017,"@AmazonHelp Some of the ""X-Ray Lyrics"" that accompany songs in the app are incorrect. When I spot these, is there a way for me to suggest changes?",37630,Wed Nov 01 14:20:44 +0000 2017,@124168 Hmm. That's a good question! Let's see if we can get this reported with you in real time here: https://t.co/hApLpMlfHN ^JZ,,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,account_technical_support,1,1,app,account_technical_support,0.15915458980315
AQ-0332,78822,Thu Nov 30 12:44:45 +0000 2017,@AmazonHelp November 25th,78824,Thu Nov 30 13:02:27 +0000 2017,"@133577 Thanks for the information, Justin! Whats the latest tracking information for your order? You can check here: https://t.co/Y5jpI9gRhE. ^DY",,other_ambiguous,"AI-assisted draft: message is non-actionable, off-taxonomy, conversational, or insufficiently specific; human verification required.",,,other_ambiguous,1,1,,other_ambiguous,0.1571179198438118
AQ-0333,41513,Wed Nov 01 15:34:34 +0000 2017,"@AmazonHelp Preço, tempo de entrega... São tantas coisas",41512,Wed Nov 01 15:41:29 +0000 2017,"@124850 Só o melhor para você, Ju 💞 ^LG",,delivery_delay,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,other_ambiguous,0.15168686894288033
AQ-0334,65900,Thu Nov 30 08:06:25 +0000 2017,@119625 plzzz check DM,65898,Thu Nov 30 08:29:55 +0000 2017,"@131073 Please follow our Twitter page, so that we can reply to you through DM. ^SC",,account_technical_support,AI-assisted draft label; human verification required before use as golden evaluation.,,,other_ambiguous,1,1,,account_technical_support,0.15729367714114695
